City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
236,Mareeba,AU,93.43,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
238,Bambous Virieux,MU,81.21,scattered clouds,-20.3428,57.7575,Casa Tia Villa
239,Hanko,FI,6.85,broken clouds,59.8333,22.95,Villa Maija
240,Galle,LK,83.12,broken clouds,6.0367,80.217,Amangalla
241,Tateyama,JP,55.02,light rain,34.9833,139.8667,Tateyama Seaside Hotel
242,Port Keats,AU,91.94,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
243,Kotido,UG,71.55,broken clouds,2.9806,34.1331,Loware Joseph Mukasa's Residence
244,Bredasdorp,ZA,58.28,light rain,-34.5322,20.0403,Bredasdorp Country Manor
245,Port Lincoln,AU,67.51,scattered clouds,-34.7333,135.8667,Port Lincoln Hotel
246,Abu Dhabi,AE,71.96,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
247,Sena Madureira,BR,71.82,overcast clouds,-9.0656,-68.6569,Hotel Central
248,Chekhov,RU,26.83,overcast clouds,55.1431,37.4711,Domik v derevne
250,Chapais,CA,6.64,overcast clouds,49.7834,-74.8492,Hôtel Opémiska
251,Garowe,SO,70.92,few clouds,8.4054,48.4845,Curubo Hotel
252,Qasigiannguit,GL,21.67,overcast clouds,68.8193,-51.1922,Hotel Diskobay
253,Krasnoarmeysk,RU,23.29,overcast clouds,51.0239,45.6969,"Hotel ""Your home-Balzer"""
255,Price,US,39.42,scattered clouds,39.5994,-110.8107,National 9 - Price River Inn
256,Coos Bay,US,47.01,clear sky,43.3665,-124.2179,Best Western Holiday Hotel
257,Iqaluit,CA,11.93,light snow,63.7506,-68.5145,Frobisher Inn
258,Glamoc,BA,31.6,overcast clouds,44.0458,16.8486,Hotel Split
259,Sao Filipe,CV,75.47,broken clouds,14.8961,-24.4956,Hotel Xaguate
261,Neiafu,TO,81.28,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
262,Kamaishi,JP,50.81,light rain,39.2667,141.8833,Hotel Route Inn Kamaishi
263,Ribeira Grande,PT,63.77,broken clouds,38.5167,-28.7,Quinta da Meia Eira
264,Ponta Do Sol,PT,65.03,few clouds,32.6667,-17.1,Hotel do Campo
266,Cidreira,BR,69.28,broken clouds,-30.1811,-50.2056,Hotel Castelo
267,Katsuura,JP,55.11,light rain,35.1333,140.3,Katsuura Hotel Mikazuki
268,Cabo San Lucas,MX,76.51,overcast clouds,22.8909,-109.9124,Hotel Tesoro Los Cabos
269,Galveston,US,75.38,scattered clouds,29.3669,-94.9669,Comfort Inn & Suites Texas City
270,Juneau,US,28.45,light snow,58.3019,-134.4197,"Baranof Downtown, Bw Signature Collection"
271,Ilulissat,GL,17.38,overcast clouds,69.2167,-51.1,Hotel Arctic
272,Sitangkai,PH,81.77,broken clouds,4.6628,119.3928,Ama House
273,Chabahar,IR,74.95,few clouds,25.2919,60.643,هتل گدروشیا
274,Moussoro,TD,69.66,broken clouds,13.6408,16.4901,Hôtel Salama
276,Chimbote,PE,65.46,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
278,Tura,IN,72.39,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
279,Kirundo,BI,65.17,overcast clouds,-2.5833,30.1667,Maranatha Hotel
280,Saint-Philippe,RE,83.75,few clouds,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
281,Bajil,YE,76.77,clear sky,15.0584,43.2851,فندق حضرموت
282,Port Hardy,CA,33.76,heavy snow,50.6996,-127.4199,Airport Inn
283,Havelock,US,55.35,broken clouds,34.8791,-76.9013,Sherwood Motel
284,Glendive,US,10.49,overcast clouds,47.1053,-104.7125,Baymont by Wyndham Glendive
285,Volokonovka,RU,29.7,overcast clouds,50.4827,37.8563,Gostievoi dom v Volokonovkie na Iesienina
286,Medea,DZ,45.05,scattered clouds,36.2642,2.7539,Hôtel M'Sallah
287,Alta Floresta,BR,71.73,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
288,Santa Cruz,BO,76.46,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
289,Asau,RO,32.95,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
291,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,Hotel Pigalle
292,Dubbo,AU,66.33,broken clouds,-32.25,148.6167,Comfort Inn Blue Lagoon
293,Dalbandin,PK,54.97,few clouds,28.8947,64.4101,Gidaan Guest House
294,Nouadhibou,MR,64.38,scattered clouds,20.931,-17.0347,El Medina
295,Iwanai,JP,43.36,few clouds,42.9744,140.5089,いわない高原ホテル
296,Gazojak,TM,41.67,overcast clouds,41.1875,61.4036,In gowy adamlaryñ yaśayan oyi
297,Manacapuru,BR,77.58,broken clouds,-3.2997,-60.6206,Novo Hotel
299,Morondava,MG,84.13,clear sky,-20.2833,44.2833,La Case Bambou
301,Sechura,PE,66.63,overcast clouds,-5.5569,-80.8222,Hospedaje Costa Bella
303,Ahipara,NZ,72.34,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
304,Porto Novo,BJ,77.88,scattered clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
305,Vardo,NO,14.2,overcast clouds,70.3705,31.1107,Vardø Hotel AS
306,Porto Santo,PT,64.78,broken clouds,33.072,-16.3415,Hotel Porto Santo & Spa
307,Canutama,BR,72.93,overcast clouds,-6.5339,-64.3831,Hotel Jhennifer
309,Tete,MZ,86.09,haze,-16.1564,33.5867,Zambeze Paraíso Misterioso
310,Baruun-Urt,MN,26.01,clear sky,46.6806,113.2792,Ахмадын амралт сувилал
311,Namwala,ZM,78.35,overcast clouds,-15.7504,26.4384,Corner Point Lodge
313,Novyy Buyan,RU,19.56,scattered clouds,53.6861,50.0469,"Ekoferma ""Zolotaya Podkova"""
314,Yulara,AU,95.02,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
315,Bahia Blanca,AR,63.0,clear sky,-38.7196,-62.2724,Hotel Argos
316,Broome,US,44.82,overcast clouds,42.2506,-75.833,Chenango Valley State Park
317,Ca Mau,VN,84.07,scattered clouds,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
318,Grand Gaube,MU,81.37,few clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
321,Saint Simons,US,57.24,mist,31.1352,-81.3901,"Holiday Inn Express Saint Simons Island, an IHG Hotel"
322,Aktau,KZ,32.58,broken clouds,43.65,51.2,Silk Way Hotel
323,Harstad,NO,22.23,few clouds,68.799,16.5293,Clarion Collection Hotel Arcticus
325,Vallenar,CL,66.94,scattered clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
326,Nybro,SE,28.04,light snow,56.7446,15.9071,Stora Hotellet I Nybro
327,Denpasar,ID,82.06,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
328,Alice Springs,AU,90.95,few clouds,-23.7,133.8833,Desert Palms Alice Springs
329,Roald,NO,36.34,overcast clouds,62.5833,6.1333,Flem Cabins
330,Padang,ID,87.85,broken clouds,-0.9492,100.3543,Mercure Padang
331,Flinders,AU,71.19,light rain,-34.5833,150.8552,Shellharbour Resort & Conference Centre
332,Fernie,CA,15.35,overcast clouds,49.5,-115.0687,Fernie Stanford Resort
333,Rawson,AR,63.52,clear sky,-43.3002,-65.1023,Hosteria Sampedro
334,Husavik,IS,39.11,overcast clouds,66.0449,-17.3389,Bjarnabúð
335,Charters Towers,AU,94.93,scattered clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
336,Marsa Matruh,EG,60.46,clear sky,31.3525,27.2453,Beau Site
337,Vestmanna,FO,36.52,broken clouds,62.1564,-7.1664,Vestmanna Camping
338,Komsomolskiy,UZ,41.72,mist,40.4272,71.7189,Ikathouse
340,Lorengau,PG,82.65,moderate rain,-2.0226,147.2712,Lorengau Harbourside Hotel
341,Ulladulla,AU,69.76,moderate rain,-35.35,150.4667,Sandpiper Motel
342,Waycross,US,52.32,mist,31.2136,-82.354,Super 8 by Wyndham Waycross GA
343,Isangel,VU,89.71,few clouds,-19.55,169.2667,Tanna Lodge
344,Hokitika,NZ,56.84,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
346,Banda Aceh,ID,84.13,broken clouds,5.5577,95.3222,Sulthan Hotel International
347,Sulangan,PH,81.79,broken clouds,11.1373,123.7228,Maia's Beach Resort
348,Kahului,US,73.85,heavy intensity rain,20.8947,-156.47,Maui Seaside Hotel
349,Niesky,DE,36.03,light snow,51.2924,14.8211,Ferienwohnung Niesky
350,Ubatuba,BR,71.24,broken clouds,-23.4339,-45.0711,Hotel Coquille
351,Ha Giang,VN,75.27,clear sky,22.8333,104.9833,Truong Xuan Ecolodge
353,Iskateley,RU,21.24,overcast clouds,67.6803,53.1512,Hostel Agat
354,Souillac,MU,81.36,scattered clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
355,Sao Miguel Do Araguaia,BR,71.62,clear sky,-13.275,-50.1628,Hotel Executivo Palace
356,Waipawa,NZ,52.45,light rain,-41.4122,175.5153,Tora Coastal Walk
357,Floresta,BR,75.99,clear sky,-8.6011,-38.5686,Hotel Floresta
358,Whitecourt,CA,6.64,broken clouds,54.1502,-115.6855,Super 8 by Wyndham Whitecourt
360,Narasannapeta,IN,78.62,broken clouds,18.4167,84.05,G.lingaraju home
361,Camara De Lobos,PT,65.03,scattered clouds,32.6333,-16.9667,Golden Residence Hotel
362,Huangchuan,CN,64.04,clear sky,32.1272,115.0394,Guangzhou International Hotel
363,Kudahuvadhoo,MV,82.27,few clouds,2.6708,72.8944,Niyama Private Islands Maldives
364,Salalah,OM,77.16,clear sky,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
365,Oudtshoorn,ZA,61.16,light rain,-33.5907,22.2014,Earthbound Guest House
366,Berlevag,NO,28.02,light snow,70.8578,29.0864,Kvitbrakka
367,Takaka,NZ,57.56,overcast clouds,-40.85,172.8,Golden Bay Motels
368,Nabire,ID,91.96,overcast clouds,-3.3667,135.4833,Hotel Nusantara Nabire
369,Laem Sing,TH,87.06,broken clouds,12.4816,102.0738,Laemsing Whitehouse Resort
370,Vanimo,PG,86.31,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
371,Westport,US,51.8,overcast clouds,41.1415,-73.3579,Norwalk Inn
372,Pokhara,NP,71.51,clear sky,28.2333,83.9833,Butterfly Lodge
373,San Rafael,AR,67.33,clear sky,-34.6177,-68.3301,Hotel San Rafael
374,Longyearbyen,SJ,22.84,light snow,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
375,Huntington Beach,US,68.14,haze,33.6603,-117.9992,Kimpton Shorebreak Huntington Beach Resort
376,Tabou,CI,78.49,light rain,4.423,-7.3528,hotêl doufoulougou
378,Dali,CN,59.68,broken clouds,25.7,100.1833,Dali Travelling With Hostel
381,Fallon,US,33.67,clear sky,39.4735,-118.7774,Best Western Fallon Inn & Suites
382,Port-Cartier,CA,13.44,scattered clouds,50.0334,-66.8654,Le Q'Artier
383,Esperance,AU,66.04,overcast clouds,-33.8667,121.9,Hospitality Esperance
384,Lahaina,US,73.81,heavy intensity rain,20.8783,-156.6825,Lahaina Shores Beach Resort
385,Christchurch,NZ,53.8,overcast clouds,-43.5333,172.6333,The George
386,Doha,QA,67.98,clear sky,25.2867,51.5333,Movenpick Hotel Doha
387,Canberra,AU,69.75,light rain,-35.2835,149.1281,Novotel Canberra
388,Korem,ET,52.99,clear sky,12.5058,39.5228,Lakomeliza Hotel
389,Maldonado,UY,65.59,few clouds,-34.6667,-54.9167,La Cimarrona
390,Asyut,EG,51.98,overcast clouds,27.181,31.1837,Florence Hotel Assiut
391,Biak,ID,83.48,overcast clouds,-0.9131,122.8766,Penginapan Kim
392,Ritchie,ZA,58.21,clear sky,-29.038,24.6028,Riverside Country Club Modderrivier
393,Ancud,CL,58.42,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
394,Alofi,NU,82.29,broken clouds,-19.0595,-169.9187,Taloa Heights
397,Kokopo,PG,82.29,moderate rain,-4.352,152.2633,Kokopo Beach Bungalow Resort
398,Yanam,IN,86.4,few clouds,16.7333,82.2167,The Regency Hotel
399,Salina,US,41.18,clear sky,38.8403,-97.6114,"Holiday Inn Express & Suites Salina, an IHG Hotel"
400,Ridgecrest,US,59.43,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
401,Pacifica,US,56.68,mist,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
402,Eyl,SO,78.37,few clouds,7.9803,49.8164,Amiin Hotel
403,Mabaruma,GY,72.54,broken clouds,8.2,-59.7833,Monty Brooms Guest House
404,Edeia,BR,70.5,broken clouds,-17.3383,-49.9314,Hotel Imperial Edeia
405,Anloga,GH,81.05,broken clouds,5.7947,0.8973,Pin Drop Hotel
406,Duma,CN,46.47,clear sky,34.7653,108.135,永寿服务区-宾馆
407,Yahotyn,UA,30.11,light snow,50.2798,31.7625,Oselya Guest House
408,Baiyin,CN,37.33,scattered clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
409,Faya,SA,57.72,clear sky,18.3851,42.4509,املاك خالد الشعشوع
410,Tynda,RU,10.53,broken clouds,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
411,Hohhot,CN,34.09,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
412,Namatanai,PG,85.24,light rain,-3.6667,152.4333,Seagulls Inn Namatani
414,Koumra,TD,74.25,broken clouds,8.9126,17.5539,Yamtoide house koumra
415,Nador,MA,57.45,clear sky,35.174,-2.9287,Hôtel La Giralda
416,Sibolga,ID,86.38,broken clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
418,Naze,JP,64.98,overcast clouds,28.3667,129.4833,Shishime Hotel
419,Wilmington,US,60.85,broken clouds,34.2257,-77.9447,"Hotel Ballast Wilmington, Tapestry Collection by Hilton"
420,Olds,CA,1.85,overcast clouds,51.7834,-114.102,Ramada by Wyndham Olds
422,Camacupa,AO,62.04,overcast clouds,-12.0167,17.4833,seviremde seni
423,La Asuncion,VE,78.71,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
424,Nuuk,GL,22.86,light snow,64.1835,-51.7216,Vandrehuset
425,Jardim,BR,76.24,scattered clouds,-21.4803,-56.1381,Estancia Hotel - Jardim MS
426,Urusha,RU,15.26,broken clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
427,Gorontalo,ID,84.65,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
428,Harper,LR,79.12,light rain,4.375,-7.7169,Screensaver
429,Manokwari,ID,84.0,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
430,Corinto,GR,57.69,scattered clouds,37.9407,22.9573,Ephira Hotel
431,Mazeikiai,LT,9.68,scattered clouds,56.3167,22.3333,Hotel Synet
432,Gbadolite,CD,71.91,overcast clouds,4.2833,21.0167,Zenic
433,Pisco,PE,66.25,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
434,Seoul,KR,51.37,clear sky,37.5683,126.9778,Lotte Hotel Seoul
435,Crixas,BR,70.05,clear sky,-14.5489,-49.9692,RISO HOTEL
436,Ketchikan,US,25.27,broken clouds,55.3422,-131.6461,Snow's Cove Lodge
437,Chicama,PE,65.48,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
438,Plettenberg Bay,ZA,63.9,moderate rain,-34.0527,23.3716,Thanda Vista B&B
439,Kindu,CD,70.27,overcast clouds,-2.95,25.95,Résidence Okanda
440,Salta,AR,66.49,drizzle,-24.7859,-65.4117,Hotel Alejandro I
441,Macia,MZ,84.07,overcast clouds,-25.0269,33.0989,Hotel Taskin Macia
442,Klaksvik,FO,38.32,overcast clouds,62.2266,-6.589,Airbnb rooms
443,Bridlington,GB,40.14,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
444,Ciudad Real,ES,38.1,few clouds,39.0,-4.0,Hotel Pago del Vicario
445,Alvorada,BR,71.24,few clouds,-12.48,-49.1247,Cristal Plaza Hotel
446,Lata,PT,48.92,scattered clouds,40.1629,-8.3327,Casa Maquia
447,Shimanovsk,RU,17.64,scattered clouds,52.0,127.7,Гостиница Домашняя
450,Bolgatanga,GH,73.18,broken clouds,10.7856,-0.8514,Mama's Place
451,Along,IN,71.89,overcast clouds,28.1667,94.7667,Hotel West
453,Madingou,CG,72.46,light rain,-4.1536,13.55,HOTEL KIM ELISA
454,Weatherford,US,70.07,clear sky,32.7593,-97.7972,"Candlewood Suites Weatherford, an IHG Hotel"
455,Chivilcoy,AR,62.02,clear sky,-34.8957,-60.0167,Chivilrent
456,Labuan,MY,84.36,overcast clouds,5.2767,115.2417,Tiara Labuan Hotel
457,Lima,PE,66.9,overcast clouds,-12.0432,-77.0282,Gran Hotel Bolivar Lima
458,Hamilton,US,61.57,mist,39.1834,-84.5333,Six Acres Bed & Breakfast
459,Davila,PH,80.58,overcast clouds,18.4726,120.5763,Blue Ridge Beach Resort
460,Darhan,MN,21.31,scattered clouds,49.4867,105.9228,Buudai Hotel
461,Calama,CL,56.71,broken clouds,-22.4667,-68.9333,Diego De Almagro Calama
462,Ballina,AU,72.79,light rain,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
463,Damghan,IR,44.29,clear sky,36.1683,54.348,خوابگاه اساتيد دانشگاه دامغان
464,Bosaso,SO,76.42,scattered clouds,11.2842,49.1816,Red Sea Hotel
465,Agropoli,IT,47.08,overcast clouds,40.3469,14.9966,B&B Baia di Trentova
466,Berbera,SO,77.41,few clouds,10.4396,45.0143,IBCO REAL ESTATE PROPERTY
467,Banjar,ID,82.26,light rain,-8.19,114.9675,The Hamsa Resort
468,Macamic,CA,16.03,overcast clouds,48.7502,-78.9996,"Maison Tardif Enr. - Chambre à Macamic, QC"
469,Pemangkat,ID,84.24,broken clouds,1.1667,108.9667,Ramah Kost KITA
471,Tibati,CM,70.27,overcast clouds,6.4667,12.6333,Tibati Hotel
472,Teahupoo,PF,76.96,light rain,-17.8333,-149.2667,Vanira Lodge
473,Tromso,NO,17.62,scattered clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
474,Ulaangom,MN,13.95,overcast clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
475,Shasta Lake,US,51.93,broken clouds,40.6804,-122.3708,Shasta Dam Motel
477,Te Anau,NZ,53.74,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
480,Buala,SB,79.21,overcast clouds,-8.145,159.5921,Maringe Lagoon Lodge
482,Bratsk,RU,25.29,overcast clouds,56.1325,101.6142,"Gostinitsa ""Shvedka"""
483,Bathsheba,BB,81.21,scattered clouds,13.2167,-59.5167,Atlantis Hotel
484,Nuevo Progreso,MX,75.6,overcast clouds,23.1667,-97.95,Balneario Rio el Paraiso
485,Puerto Ayacucho,VE,76.05,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
486,Inirida,CO,73.18,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
487,Manavalakurichi,IN,86.09,overcast clouds,8.1333,77.3,Muttom beach west
488,Casablanca,MA,46.62,few clouds,33.5928,-7.6192,فندق البيت المغربي كازبلانكا
489,Mandalgovi,MN,26.96,clear sky,45.7625,106.2708,В.Ганбат
491,Kargasok,RU,18.91,light snow,59.0556,80.8572,Hotel Kargasok
492,Bubaque,GW,80.64,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
493,Meulaboh,ID,84.65,broken clouds,4.1363,96.1285,Kost Pria
494,Fare,PF,79.9,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
497,Atikokan,CA,22.24,light snow,48.7555,-91.6216,Quetico Inn (formerly Radisson)
498,Nortelandia,BR,72.7,overcast clouds,-14.4547,-56.8028,Hotel Karysmã
499,Jati,PK,77.16,clear sky,24.3539,68.2671,Cafe Lala Rehan Restaurant
500,Prince Rupert,CA,30.45,overcast clouds,54.3161,-130.3201,Crest Hotel
501,Steinbach,DE,36.86,few clouds,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
502,Alberton,CA,24.71,overcast clouds,46.8168,-64.0654,La Petite France B&B
503,Constantine,DZ,38.61,broken clouds,36.365,6.6147,Grand Hotel Cirta
505,Kondagaon,IN,75.97,scattered clouds,19.6,81.6667,AYAN MOTER
506,Eloy,US,61.48,clear sky,32.7559,-111.5548,Eloy RV & Mobile Home Park
507,La Trinitaria,MX,55.99,clear sky,16.1167,-92.05,Hotel Trinitaria
508,North Bend,US,47.95,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
509,Veinticinco De Mayo,AR,62.06,few clouds,-35.4323,-60.1727,Estancia La Rosada
510,Ravar,IR,56.35,overcast clouds,31.2656,56.8055,کافی نت و کامپیوترپرشین سیستم
511,Morro Bay,US,59.5,clear sky,35.3658,-120.8499,Inn at Morro Bay
512,New Castle,US,53.11,light rain,41.0037,-80.347,Hampton Inn & Suites New Castle
513,Araguacu,BR,71.33,clear sky,-12.9306,-49.8264,Hotel Tocantins
514,Soubre,CI,72.77,scattered clouds,5.7856,-6.6083,Lynd Hotels Soubre
515,Hervey Bay,AU,84.04,scattered clouds,-25.2986,152.8535,Shelly Bay Resort
516,Nanortalik,GL,26.08,light snow,60.1432,-45.2371,Hotel Kap Farvel
517,Enumclaw,US,36.81,overcast clouds,47.2043,-121.9915,Cedars Inn
519,Derzhavinsk,KZ,18.01,overcast clouds,51.1,66.3167,Ooo.khim Baza
520,Aberdeen,GB,39.2,scattered clouds,57.1437,-2.0981,Premier Inn Aberdeen City Centre hotel
521,Tucurui,BR,74.93,overcast clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
522,Birnin Kebbi,NG,68.31,overcast clouds,12.4539,4.1975,Saffar Guest Inn Ltd
523,Shiyan,CN,62.47,clear sky,32.6475,110.7781,Fenghuang Garden Holiday Hotel
524,Digby,CA,28.58,broken clouds,44.6169,-65.7655,Digby Pines Golf Resort and Spa
525,Chokwe,MZ,83.82,broken clouds,-24.5333,32.9833,Complexo Sonho Real
526,Bac Lieu,VN,82.2,scattered clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
527,Santa Fe,AR,66.36,light rain,-31.6333,-60.7,Conquistador Hotel
529,Shimoda,JP,57.31,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
530,Winnemucca,US,30.25,clear sky,40.973,-117.7357,Winners Inn Casino
531,Mount Isa,AU,92.97,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
532,Kangaatsiaq,GL,25.68,overcast clouds,68.3065,-53.4641,Nukissiorfiit
533,Aquiraz,BR,84.22,scattered clouds,-3.9014,-38.3911,Pousada Rua Camurupim
534,Camacha,PT,62.02,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
536,Grants,US,26.83,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
541,Sao Felix Do Xingu,BR,70.0,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
542,Oyama,JP,56.89,light rain,36.3,139.8,Toyoko Inn Oyama-eki Higashi-guchi No.1
543,Nara,JP,56.97,overcast clouds,34.6851,135.8049,Guesthouse Nara Komachi
544,Kaitangata,NZ,53.92,broken clouds,-46.2817,169.8464,Kaitangata Motor Camp
545,Vrangel,RU,43.86,scattered clouds,42.7297,133.0839,"Отель ""БАЛИ"""
547,Hornepayne,CA,17.37,snow,49.2138,-84.7705,Kay-Vee Lodge Ltd
549,Nowy Dwor Mazowiecki,PL,34.38,mist,52.4302,20.7165,Hotel Royal Modlin
551,Malegaon,IN,76.06,clear sky,20.55,74.5333,Dinesh Lodge
553,Goderich,CA,39.9,overcast clouds,43.7501,-81.7165,Harmony Inn
555,Bourail,NC,84.74,scattered clouds,-21.5667,165.4833,Motel Allamanda
557,Shambu,ET,56.35,clear sky,9.5667,37.1,Wabe Hotel
558,Tarakan,ID,78.3,moderate rain,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
559,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,Casa Morey Hotel & Restaurant
560,Nerchinskiy Zavod,RU,12.9,scattered clouds,51.3088,119.61,Gostinitsa
561,Caravelas,BR,72.82,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
563,Clarence Town,AU,74.14,light rain,-32.5833,151.7833,River Downs Cottage
564,Mecca,SA,75.58,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
565,Houston,US,75.79,overcast clouds,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
566,Shelburne,CA,33.67,snow,44.0787,-80.2041,The Retreat at the Farm
568,Khandbari,NP,71.11,clear sky,27.3747,87.2039,Sainik Hotel And Lodge
569,Bonthe,SL,78.84,scattered clouds,7.5264,-12.505,Bonthe Holiday Village
570,Cairns,AU,98.06,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
571,Kununurra,AU,93.18,overcast clouds,-15.7667,128.7333,Hotel Kununurra
572,Mafeteng,LS,57.0,few clouds,-29.823,27.2374,Mafeteng police station
573,Payakumbuh,ID,85.82,scattered clouds,-0.2202,100.6308,OYO 3114 Homestay Dalimo
574,Sarana,RU,10.78,broken clouds,56.4773,57.7259,Sarana Dom Otdykha
575,Mana,GF,75.56,light rain,5.6592,-53.7767,LE SAMANA
576,Santa Maria Da Vitoria,BR,67.98,clear sky,-13.3947,-44.1886,Pousada Rio Current
577,Saint-Pierre,RE,83.84,clear sky,-21.3393,55.4781,Lindsey Hôtel
